id,title,file_name,file_size,media_type,mime_type,modality,device,device_facility,media_parent_id,physical_object_id,physical_object_title,physical_object_organization,physical_object_type,physical_object_taxonomy_name,physical_object_taxonomy_gbif,part,side,creator,short_description,description,ip_holder,copyright_statement,license,morphosource_use_agreement_type,permits_commercial_use,permits_3d_use,required_archival_of_published_derivatives,funding,publisher,cite_as,ark,doi,external_identifier,external_media_url,visibility,in_collections,date_uploaded,date_modified,legacy_media_group_id,legacy_media_file_id,x_pixel_spacing,y_pixel_spacing,z_pixel_spacing,slice_thickness,unit,number_of_images_in_set,data_manager,data_depositor,data_sponsor,file_thumbnail_url,file_size_all,points,polygons,vertex_color,uv_coordinates,bounding_box_x,bounding_box_y,bounding_box_z,status
000043131,Pterygoid [Mesh] [Etc],,,Mesh,,MicroNanoXRayComputedTomography,"Varian Medical Systems (Bio-Imaging Research, Inc) ACTIS CT scanner with FeinFocus X-ray source",The University of Texas High-Resolution X-ray Computed Tomography Facility,,0000S4615,ualvp:UALVP-2,Laboratory for Vertebrate Paleontology,Biological Specimen,Stegoceras validum,Animalia,Pterygoid,Left,,Stegoceras validum (UALVP-2) STL of digitally prepared left pterygoid,Migrated MorphoSource 1 Media File Title: Stegoceras validum (UALVP-2) STL of digitally prepared left pterygoid Migrated MorphoSource 1 Media Group Title: Stegoceras validum (UALVP 2) STL of digitally prepared (matrix-free) skull,,,,Standard,CommercialUseNotPermitted,3DPrintingLimited,OnMorphoSource,"National Science Foundation IOB-0517257, IOS-1050154, IOS-1456503",,"Migrated MorphoSource 1 Media Citation Instructions: WitmerLab at Ohio University provided access to these dataoriginally appearing in The Visible Interactive Pachycephalosaur , the collection of which was funded by NSF grants to LM Witmer.. The files were downloaded from www.MorphoSource.org, Duke University.",ark:/87602/m4/M43131,,,,open,The Visible Interactive Pachycephalosaur – part of the Visible Interactive Anatomy series at WitmerLab at Ohio University,2018-03-05T20:31:07Z,2020-10-20T23:15:41Z,11590,43131,,,,,,,Lawrence Witmer,JP Nassif,NSF DBI-1661386 (MorphoSource Subsidizing Fund 6-21 to 8-24),/downloads/000216815?file=thumbnail&t=1603235741,1873966,17612,35226,False,False,39.66449737548828,50.99309539794922,39.166595458984375,Included
000043132,Quadrate [Mesh] [Etc],,,Mesh,,MicroNanoXRayComputedTomography,"Varian Medical Systems (Bio-Imaging Research, Inc) ACTIS CT scanner with FeinFocus X-ray source",The University of Texas High-Resolution X-ray Computed Tomography Facility,,0000S4615,ualvp:UALVP-2,Laboratory for Vertebrate Paleontology,Biological Specimen,Stegoceras validum,Animalia,Quadrate,Left,,Stegoceras validum (UALVP-2) STL of digitally prepared left quadrate,Migrated MorphoSource 1 Media File Title: Stegoceras validum (UALVP-2) STL of digitally prepared left quadrate Migrated MorphoSource 1 Media Group Title: Stegoceras validum (UALVP 2) STL of digitally prepared (matrix-free) skull,,,,Standard,CommercialUseNotPermitted,3DPrintingLimited,OnMorphoSource,"National Science Foundation IOB-0517257, IOS-1050154, IOS-1456503",,"Migrated MorphoSource 1 Media Citation Instructions: WitmerLab at Ohio University provided access to these dataoriginally appearing in The Visible Interactive Pachycephalosaur , the collection of which was funded by NSF grants to LM Witmer.. The files were downloaded from www.MorphoSource.org, Duke University.",ark:/87602/m4/M43132,,,,open,The Visible Interactive Pachycephalosaur – part of the Visible Interactive Anatomy series at WitmerLab at Ohio University,2018-03-05T20:31:50Z,2020-10-20T23:15:41Z,11590,43132,,,,,,,Lawrence Witmer,JP Nassif,NSF DBI-1661386 (MorphoSource Subsidizing Fund 6-21 to 8-24),/downloads/000216814?file=thumbnail&t=1603235741,1864807,17510,35019,False,False,36.384498596191406,64.80799102783203,51.146995544433594,Included
000043133,Quadratojugal [Mesh] [Etc],,,Mesh,,MicroNanoXRayComputedTomography,"Varian Medical Systems (Bio-Imaging Research, Inc) ACTIS CT scanner with FeinFocus X-ray source",The University of Texas High-Resolution X-ray Computed Tomography Facility,,0000S4615,ualvp:UALVP-2,Laboratory for Vertebrate Paleontology,Biological Specimen,Stegoceras validum,Animalia,Quadratojugal,Left,,Stegoceras validum (UALVP-2) STL of digitally prepared left quadratojugal,Migrated MorphoSource 1 Media File Title: Stegoceras validum (UALVP-2) STL of digitally prepared left quadratojugal Migrated MorphoSource 1 Media Group Title: Stegoceras validum (UALVP 2) STL of digitally prepared (matrix-free) skull,,,,Standard,CommercialUseNotPermitted,3DPrintingLimited,OnMorphoSource,"National Science Foundation IOB-0517257, IOS-1050154, IOS-1456503",,"Migrated MorphoSource 1 Media Citation Instructions: WitmerLab at Ohio University provided access to these dataoriginally appearing in The Visible Interactive Pachycephalosaur , the collection of which was funded by NSF grants to LM Witmer.. The files were downloaded from www.MorphoSource.org, Duke University.",ark:/87602/m4/M43133,,,,open,The Visible Interactive Pachycephalosaur – part of the Visible Interactive Anatomy series at WitmerLab at Ohio University,2018-03-05T20:34:04Z,2020-10-20T23:15:43Z,11590,43133,,,,,,,Lawrence Witmer,JP Nassif,NSF DBI-1661386 (MorphoSource Subsidizing Fund 6-21 to 8-24),/downloads/000216817?file=thumbnail&t=1603235743,509585,4779,9554,False,False,11.340099334716797,20.516998291015625,32.706695556640625,Included
000043134,Squamosal [Mesh] [Etc],,,Mesh,,MicroNanoXRayComputedTomography,"Varian Medical Systems (Bio-Imaging Research, Inc) ACTIS CT scanner with FeinFocus X-ray source",The University of Texas High-Resolution X-ray Computed Tomography Facility,,0000S4615,ualvp:UALVP-2,Laboratory for Vertebrate Paleontology,Biological Specimen,Stegoceras validum,Animalia,Squamosal,Left,,Stegoceras validum (UALVP-2) STL of digitally prepared left squamosal,Migrated MorphoSource 1 Media File Title: Stegoceras validum (UALVP-2) STL of digitally prepared left squamosal Migrated MorphoSource 1 Media Group Title: Stegoceras validum (UALVP 2) STL of digitally prepared (matrix-free) skull,,,,Standard,CommercialUseNotPermitted,3DPrintingLimited,OnMorphoSource,"National Science Foundation IOB-0517257, IOS-1050154, IOS-1456503",,"Migrated MorphoSource 1 Media Citation Instructions: WitmerLab at Ohio University provided access to these dataoriginally appearing in The Visible Interactive Pachycephalosaur , the collection of which was funded by NSF grants to LM Witmer.. The files were downloaded from www.MorphoSource.org, Duke University.",ark:/87602/m4/M43134,,,,open,The Visible Interactive Pachycephalosaur – part of the Visible Interactive Anatomy series at WitmerLab at Ohio University,2018-03-05T20:35:00Z,2020-10-20T23:15:43Z,11590,43134,,,,,,,Lawrence Witmer,JP Nassif,NSF DBI-1661386 (MorphoSource Subsidizing Fund 6-21 to 8-24),/downloads/000216816?file=thumbnail&t=1603235743,3085132,29025,58040,False,False,51.20620346069336,52.613006591796875,39.7765998840332,Included
000043135,Supraorbital [Mesh] [Etc],,,Mesh,,MicroNanoXRayComputedTomography,"Varian Medical Systems (Bio-Imaging Research, Inc) ACTIS CT scanner with FeinFocus X-ray source",The University of Texas High-Resolution X-ray Computed Tomography Facility,,0000S4615,ualvp:UALVP-2,Laboratory for Vertebrate Paleontology,Biological Specimen,Stegoceras validum,Animalia,Supraorbital,Left,,Stegoceras validum (UALVP-2) STL of digitally prepared left supraorbital,Migrated MorphoSource 1 Media File Title: Stegoceras validum (UALVP-2) STL of digitally prepared left supraorbital Migrated MorphoSource 1 Media Group Title: Stegoceras validum (UALVP 2) STL of digitally prepared (matrix-free) skull,,,,Standard,CommercialUseNotPermitted,3DPrintingLimited,OnMorphoSource,"National Science Foundation IOB-0517257, IOS-1050154, IOS-1456503",,"Migrated MorphoSource 1 Media Citation Instructions: WitmerLab at Ohio University provided access to these dataoriginally appearing in The Visible Interactive Pachycephalosaur , the collection of which was funded by NSF grants to LM Witmer.. The files were downloaded from www.MorphoSource.org, Duke University.",ark:/87602/m4/M43135,,,,open,The Visible Interactive Pachycephalosaur – part of the Visible Interactive Anatomy series at WitmerLab at Ohio University,2018-03-05T20:36:19Z,2020-10-20T23:15:44Z,11590,43135,,,,,,,Lawrence Witmer,JP Nassif,NSF DBI-1661386 (MorphoSource Subsidizing Fund 6-21 to 8-24),/downloads/000216819?file=thumbnail&t=1603235744,2711094,25363,50721,False,False,32.308502197265625,73.33999633789062,36.38750076293945,Included
000043136,Neurocranium Elements [Mesh] [Etc],,,Mesh,,MicroNanoXRayComputedTomography,"Varian Medical Systems (Bio-Imaging Research, Inc) ACTIS CT scanner with FeinFocus X-ray source",The University of Texas High-Resolution X-ray Computed Tomography Facility,,0000S4615,ualvp:UALVP-2,Laboratory for Vertebrate Paleontology,Biological Specimen,Stegoceras validum,Animalia,Neurocranium elements,Midline,,Stegoceras validum (UALVP-2) STL of digitally prepared neurocranium,Migrated MorphoSource 1 Media File Title: Stegoceras validum (UALVP-2) STL of digitally prepared neurocranium Migrated MorphoSource 1 Media Group Title: Stegoceras validum (UALVP 2) STL of digitally prepared (matrix-free) skull,,,,Standard,CommercialUseNotPermitted,3DPrintingLimited,OnMorphoSource,"National Science Foundation IOB-0517257, IOS-1050154, IOS-1456503",,"Migrated MorphoSource 1 Media Citation Instructions: WitmerLab at Ohio University provided access to these dataoriginally appearing in The Visible Interactive Pachycephalosaur , the collection of which was funded by NSF grants to LM Witmer.. The files were downloaded from www.MorphoSource.org, Duke University.",ark:/87602/m4/M43136,,,,open,The Visible Interactive Pachycephalosaur – part of the Visible Interactive Anatomy series at WitmerLab at Ohio University,2018-03-05T20:38:05Z,2020-10-20T23:15:45Z,11590,43136,,,,,,,Lawrence Witmer,JP Nassif,NSF DBI-1661386 (MorphoSource Subsidizing Fund 6-21 to 8-24),/downloads/000216818?file=thumbnail&t=1603235745,8833195,82625,165365,False,False,88.18940353393555,89.23619842529297,53.8197021484375,Included
000043140,Ectopterygoid [Mesh] [Etc],,,Mesh,,MicroNanoXRayComputedTomography,"Varian Medical Systems (Bio-Imaging Research, Inc) ACTIS CT scanner with FeinFocus X-ray source",The University of Texas High-Resolution X-ray Computed Tomography Facility,,0000S4615,ualvp:UALVP-2,Laboratory for Vertebrate Paleontology,Biological Specimen,Stegoceras validum,Animalia,Ectopterygoid,Right,,Stegoceras validum (UALVP-2) STL of digitally prepared right ectopterygoid,Migrated MorphoSource 1 Media File Title: Stegoceras validum (UALVP-2) STL of digitally prepared right ectopterygoid Migrated MorphoSource 1 Media Group Title: Stegoceras validum (UALVP 2) STL of digitally prepared (matrix-free) skull,,,,Standard,CommercialUseNotPermitted,3DPrintingLimited,OnMorphoSource,"National Science Foundation IOB-0517257, IOS-1050154, IOS-1456503",,"Migrated MorphoSource 1 Media Citation Instructions: WitmerLab at Ohio University provided access to these dataoriginally appearing in The Visible Interactive Pachycephalosaur , the collection of which was funded by NSF grants to LM Witmer.. The files were downloaded from www.MorphoSource.org, Duke University.",ark:/87602/m4/M43140,,,,open,The Visible Interactive Pachycephalosaur – part of the Visible Interactive Anatomy series at WitmerLab at Ohio University,2018-03-06T15:16:53Z,2020-10-20T23:15:50Z,11590,43140,,,,,,,Lawrence Witmer,JP Nassif,NSF DBI-1661386 (MorphoSource Subsidizing Fund 6-21 to 8-24),/downloads/000216820?file=thumbnail&t=1603235750,358701,3353,6701,False,False,25.284996032714844,14.397003173828125,19.665000915527344,Included
000043142,Lacrimal [Mesh] [Etc],,,Mesh,,MicroNanoXRayComputedTomography,"Varian Medical Systems (Bio-Imaging Research, Inc) ACTIS CT scanner with FeinFocus X-ray source",The University of Texas High-Resolution X-ray Computed Tomography Facility,,0000S4615,ualvp:UALVP-2,Laboratory for Vertebrate Paleontology,Biological Specimen,Stegoceras validum,Animalia,Lacrimal,Right,,Stegoceras validum (UALVP-2) STL of digitally prepared right lacrimal,Migrated MorphoSource 1 Media File Title: Stegoceras validum (UALVP-2) STL of digitally prepared right lacrimal Migrated MorphoSource 1 Media Group Title: Stegoceras validum (UALVP 2) STL of digitally prepared (matrix-free) skull,,,,Standard,CommercialUseNotPermitted,3DPrintingLimited,OnMorphoSource,"National Science Foundation IOB-0517257, IOS-1050154, IOS-1456503",,"Migrated MorphoSource 1 Media Citation Instructions: WitmerLab at Ohio University provided access to these dataoriginally appearing in The Visible Interactive Pachycephalosaur , the collection of which was funded by NSF grants to LM Witmer.. The files were downloaded from www.MorphoSource.org, Duke University.",ark:/87602/m4/M43142,,,,open,The Visible Interactive Pachycephalosaur – part of the Visible Interactive Anatomy series at WitmerLab at Ohio University,2018-03-06T15:18:16Z,2020-10-20T23:15:50Z,11590,43142,,,,,,,Lawrence Witmer,JP Nassif,NSF DBI-1661386 (MorphoSource Subsidizing Fund 6-21 to 8-24),/downloads/000216821?file=thumbnail&t=1603235750,757980,7115,14226,False,False,18.73199462890625,28.54330062866211,27.37600326538086,Included
000043143,Jugal [Mesh] [Etc],,,Mesh,,MicroNanoXRayComputedTomography,"Varian Medical Systems (Bio-Imaging Research, Inc) ACTIS CT scanner with FeinFocus X-ray source",The University of Texas High-Resolution X-ray Computed Tomography Facility,,0000S4615,ualvp:UALVP-2,Laboratory for Vertebrate Paleontology,Biological Specimen,Stegoceras validum,Animalia,Jugal,Right,,Stegoceras validum (UALVP-2) STL of digitally prepared right jugal,Migrated MorphoSource 1 Media File Title: Stegoceras validum (UALVP-2) STL of digitally prepared right jugal Migrated MorphoSource 1 Media Group Title: Stegoceras validum (UALVP 2) STL of digitally prepared (matrix-free) skull,,,,Standard,CommercialUseNotPermitted,3DPrintingLimited,OnMorphoSource,"National Science Foundation IOB-0517257, IOS-1050154, IOS-1456503",,"Migrated MorphoSource 1 Media Citation Instructions: WitmerLab at Ohio University provided access to these dataoriginally appearing in The Visible Interactive Pachycephalosaur , the collection of which was funded by NSF grants to LM Witmer.. The files were downloaded from www.MorphoSource.org, Duke University.",ark:/87602/m4/M43143,,,,open,The Visible Interactive Pachycephalosaur – part of the Visible Interactive Anatomy series at WitmerLab at Ohio University,2018-03-06T15:19:17Z,2020-10-20T23:15:52Z,11590,43143,,,,,,,Lawrence Witmer,JP Nassif,NSF DBI-1661386 (MorphoSource Subsidizing Fund 6-21 to 8-24),/downloads/000216822?file=thumbnail&t=1603235752,1921189,17944,35883,False,False,35.875,91.03250885009766,45.83350372314453,Included
000043144,Maxilla [Mesh] [Etc],,,Mesh,,MicroNanoXRayComputedTomography,"Varian Medical Systems (Bio-Imaging Research, Inc) ACTIS CT scanner with FeinFocus X-ray source",The University of Texas High-Resolution X-ray Computed Tomography Facility,,0000S4615,ualvp:UALVP-2,Laboratory for Vertebrate Paleontology,Biological Specimen,Stegoceras validum,Animalia,Maxilla,Right,,Stegoceras validum (UALVP-2) STL of digitally prepared right maxilla,Migrated MorphoSource 1 Media File Title: Stegoceras validum (UALVP-2) STL of digitally prepared right maxilla Migrated MorphoSource 1 Media Group Title: Stegoceras validum (UALVP 2) STL of digitally prepared (matrix-free) skull,,,,Standard,CommercialUseNotPermitted,3DPrintingLimited,OnMorphoSource,"National Science Foundation IOB-0517257, IOS-1050154, IOS-1456503",,"Migrated MorphoSource 1 Media Citation Instructions: WitmerLab at Ohio University provided access to these dataoriginally appearing in The Visible Interactive Pachycephalosaur , the collection of which was funded by NSF grants to LM Witmer.. The files were downloaded from www.MorphoSource.org, Duke University.",ark:/87602/m4/M43144,,,,open,The Visible Interactive Pachycephalosaur – part of the Visible Interactive Anatomy series at WitmerLab at Ohio University,2018-03-06T15:20:17Z,2020-10-20T23:15:54Z,11590,43144,,,,,,,Lawrence Witmer,JP Nassif,NSF DBI-1661386 (MorphoSource Subsidizing Fund 6-21 to 8-24),/downloads/000216823?file=thumbnail&t=1603235754,3275427,30665,61329,False,False,35.81199645996094,73.8058967590332,55.008399963378906,Included
000043145,Nasal [Mesh] [Etc],,,Mesh,,MicroNanoXRayComputedTomography,"Varian Medical Systems (Bio-Imaging Research, Inc) ACTIS CT scanner with FeinFocus X-ray source",The University of Texas High-Resolution X-ray Computed Tomography Facility,,0000S4615,ualvp:UALVP-2,Laboratory for Vertebrate Paleontology,Biological Specimen,Stegoceras validum,Animalia,Nasal,Right,,Stegoceras validum (UALVP-2) STL of digitally prepared right nasal,Migrated MorphoSource 1 Media File Title: Stegoceras validum (UALVP-2) STL of digitally prepared right nasal Migrated MorphoSource 1 Media Group Title: Stegoceras validum (UALVP 2) STL of digitally prepared (matrix-free) skull,,,,Standard,CommercialUseNotPermitted,3DPrintingLimited,OnMorphoSource,"National Science Foundation IOB-0517257, IOS-1050154, IOS-1456503",,"Migrated MorphoSource 1 Media Citation Instructions: WitmerLab at Ohio University provided access to these dataoriginally appearing in The Visible Interactive Pachycephalosaur , the collection of which was funded by NSF grants to LM Witmer.. The files were downloaded from www.MorphoSource.org, Duke University.",ark:/87602/m4/M43145,,,,open,The Visible Interactive Pachycephalosaur – part of the Visible Interactive Anatomy series at WitmerLab at Ohio University,2018-03-06T15:20:54Z,2020-10-20T23:15:55Z,11590,43145,,,,,,,Lawrence Witmer,JP Nassif,NSF DBI-1661386 (MorphoSource Subsidizing Fund 6-21 to 8-24),/downloads/000216824?file=thumbnail&t=1603235755,3122076,29231,58444,False,False,29.550010681152344,76.79590225219727,53.39250373840332,Included
000043146,Palatine [Mesh] [Etc],,,Mesh,,MicroNanoXRayComputedTomography,"Varian Medical Systems (Bio-Imaging Research, Inc) ACTIS CT scanner with FeinFocus X-ray source",The University of Texas High-Resolution X-ray Computed Tomography Facility,,0000S4615,ualvp:UALVP-2,Laboratory for Vertebrate Paleontology,Biological Specimen,Stegoceras validum,Animalia,Palatine,Right,,Stegoceras validum (UALVP-2) STL of digitally prepared right palatine,Migrated MorphoSource 1 Media File Title: Stegoceras validum (UALVP-2) STL of digitally prepared right palatine Migrated MorphoSource 1 Media Group Title: Stegoceras validum (UALVP 2) STL of digitally prepared (matrix-free) skull,,,,Standard,CommercialUseNotPermitted,3DPrintingLimited,OnMorphoSource,"National Science Foundation IOB-0517257, IOS-1050154, IOS-1456503",,"Migrated MorphoSource 1 Media Citation Instructions: WitmerLab at Ohio University provided access to these dataoriginally appearing in The Visible Interactive Pachycephalosaur , the collection of which was funded by NSF grants to LM Witmer.. The files were downloaded from www.MorphoSource.org, Duke University.",ark:/87602/m4/M43146,,,,open,The Visible Interactive Pachycephalosaur – part of the Visible Interactive Anatomy series at WitmerLab at Ohio University,2018-03-06T15:22:17Z,2020-10-20T23:15:56Z,11590,43146,,,,,,,Lawrence Witmer,JP Nassif,NSF DBI-1661386 (MorphoSource Subsidizing Fund 6-21 to 8-24),/downloads/000216825?file=thumbnail&t=1603235756,903764,8446,16888,False,False,24.466995239257812,52.003196716308594,26.506103515625,Included
000043147,Postorbital [Mesh] [Etc],,,Mesh,,MicroNanoXRayComputedTomography,"Varian Medical Systems (Bio-Imaging Research, Inc) ACTIS CT scanner with FeinFocus X-ray source",The University of Texas High-Resolution X-ray Computed Tomography Facility,,0000S4615,ualvp:UALVP-2,Laboratory for Vertebrate Paleontology,Biological Specimen,Stegoceras validum,Animalia,Postorbital,Right,,Stegoceras validum (UALVP-2) STL of digitally prepared right postorbital,Migrated MorphoSource 1 Media File Title: Stegoceras validum (UALVP-2) STL of digitally prepared right postorbital Migrated MorphoSource 1 Media Group Title: Stegoceras validum (UALVP 2) STL of digitally prepared (matrix-free) skull,,,,Standard,CommercialUseNotPermitted,3DPrintingLimited,OnMorphoSource,"National Science Foundation IOB-0517257, IOS-1050154, IOS-1456503",,"Migrated MorphoSource 1 Media Citation Instructions: WitmerLab at Ohio University provided access to these dataoriginally appearing in The Visible Interactive Pachycephalosaur , the collection of which was funded by NSF grants to LM Witmer.. The files were downloaded from www.MorphoSource.org, Duke University.",ark:/87602/m4/M43147,,,,open,The Visible Interactive Pachycephalosaur – part of the Visible Interactive Anatomy series at WitmerLab at Ohio University,2018-03-06T15:22:43Z,2020-10-20T23:15:57Z,11590,43147,,,,,,,Lawrence Witmer,JP Nassif,NSF DBI-1661386 (MorphoSource Subsidizing Fund 6-21 to 8-24),/downloads/000216827?file=thumbnail&t=1603235757,3040165,28555,57100,False,False,34.572998046875,51.98999786376953,57.761199951171875,Included
000043148,Prefrontal [Mesh] [Etc],,,Mesh,,MicroNanoXRayComputedTomography,"Varian Medical Systems (Bio-Imaging Research, Inc) ACTIS CT scanner with FeinFocus X-ray source",The University of Texas High-Resolution X-ray Computed Tomography Facility,,0000S4615,ualvp:UALVP-2,Laboratory for Vertebrate Paleontology,Biological Specimen,Stegoceras validum,Animalia,Prefrontal,Right,,Stegoceras validum (UALVP-2) STL of digitally prepared right prefrontal,Migrated MorphoSource 1 Media File Title: Stegoceras validum (UALVP-2) STL of digitally prepared right prefrontal Migrated MorphoSource 1 Media Group Title: Stegoceras validum (UALVP 2) STL of digitally prepared (matrix-free) skull,,,,Standard,CommercialUseNotPermitted,3DPrintingLimited,OnMorphoSource,"National Science Foundation IOB-0517257, IOS-1050154, IOS-1456503",,"Migrated MorphoSource 1 Media Citation Instructions: WitmerLab at Ohio University provided access to these dataoriginally appearing in The Visible Interactive Pachycephalosaur , the collection of which was funded by NSF grants to LM Witmer.. The files were downloaded from www.MorphoSource.org, Duke University.",ark:/87602/m4/M43148,,,,open,The Visible Interactive Pachycephalosaur – part of the Visible Interactive Anatomy series at WitmerLab at Ohio University,2018-03-06T15:23:27Z,2020-10-20T23:15:57Z,11590,43148,,,,,,,Lawrence Witmer,JP Nassif,NSF DBI-1661386 (MorphoSource Subsidizing Fund 6-21 to 8-24),/downloads/000216826?file=thumbnail&t=1603235757,1449552,13646,27277,False,False,21.892005920410156,35.3291015625,36.24959754943848,Included
000043149,Premaxilla [Mesh] [Etc],,,Mesh,,MicroNanoXRayComputedTomography,"Varian Medical Systems (Bio-Imaging Research, Inc) ACTIS CT scanner with FeinFocus X-ray source",The University of Texas High-Resolution X-ray Computed Tomography Facility,,0000S4615,ualvp:UALVP-2,Laboratory for Vertebrate Paleontology,Biological Specimen,Stegoceras validum,Animalia,Premaxilla,Right,,Stegoceras validum (UALVP-2) STL of digitally prepared right premaxilla,Migrated MorphoSource 1 Media File Title: Stegoceras validum (UALVP-2) STL of digitally prepared right premaxilla Migrated MorphoSource 1 Media Group Title: Stegoceras validum (UALVP 2) STL of digitally prepared (matrix-free) skull,,,,Standard,CommercialUseNotPermitted,3DPrintingLimited,OnMorphoSource,"National Science Foundation IOB-0517257, IOS-1050154, IOS-1456503",,"Migrated MorphoSource 1 Media Citation Instructions: WitmerLab at Ohio University provided access to these dataoriginally appearing in The Visible Interactive Pachycephalosaur , the collection of which was funded by NSF grants to LM Witmer.. The files were downloaded from www.MorphoSource.org, Duke University.",ark:/87602/m4/M43149,,,,open,The Visible Interactive Pachycephalosaur – part of the Visible Interactive Anatomy series at WitmerLab at Ohio University,2018-03-06T15:24:01Z,2020-10-20T23:15:59Z,11590,43149,,,,,,,Lawrence Witmer,JP Nassif,NSF DBI-1661386 (MorphoSource Subsidizing Fund 6-21 to 8-24),/downloads/000216828?file=thumbnail&t=1603235759,1276105,11969,23936,False,False,29.095993041992188,50.89090013504028,33.89960479736328,Included
000043150,Pterygoid [Mesh] [Etc],,,Mesh,,MicroNanoXRayComputedTomography,"Varian Medical Systems (Bio-Imaging Research, Inc) ACTIS CT scanner with FeinFocus X-ray source",The University of Texas High-Resolution X-ray Computed Tomography Facility,,0000S4615,ualvp:UALVP-2,Laboratory for Vertebrate Paleontology,Biological Specimen,Stegoceras validum,Animalia,Pterygoid,Right,,Stegoceras validum (UALVP-2) STL of digitally prepared right pterygoid,Migrated MorphoSource 1 Media File Title: Stegoceras validum (UALVP-2) STL of digitally prepared right pterygoid Migrated MorphoSource 1 Media Group Title: Stegoceras validum (UALVP 2) STL of digitally prepared (matrix-free) skull,,,,Standard,CommercialUseNotPermitted,3DPrintingLimited,OnMorphoSource,"National Science Foundation IOB-0517257, IOS-1050154, IOS-1456503",,"Migrated MorphoSource 1 Media Citation Instructions: WitmerLab at Ohio University provided access to these dataoriginally appearing in The Visible Interactive Pachycephalosaur , the collection of which was funded by NSF grants to LM Witmer.. The files were downloaded from www.MorphoSource.org, Duke University.",ark:/87602/m4/M43150,,,,open,The Visible Interactive Pachycephalosaur – part of the Visible Interactive Anatomy series at WitmerLab at Ohio University,2018-03-06T15:24:27Z,2020-10-20T23:15:59Z,11590,43150,,,,,,,Lawrence Witmer,JP Nassif,NSF DBI-1661386 (MorphoSource Subsidizing Fund 6-21 to 8-24),/downloads/000216829?file=thumbnail&t=1603235759,1935213,18189,36364,False,False,36.607505798339844,54.28590393066406,33.476295471191406,Included
000043151,Quadrate [Mesh] [Etc],,,Mesh,,MicroNanoXRayComputedTomography,"Varian Medical Systems (Bio-Imaging Research, Inc) ACTIS CT scanner with FeinFocus X-ray source",The University of Texas High-Resolution X-ray Computed Tomography Facility,,0000S4615,ualvp:UALVP-2,Laboratory for Vertebrate Paleontology,Biological Specimen,Stegoceras validum,Animalia,Quadrate,Right,,Stegoceras validum (UALVP-2) STL of digitally prepared right quadrate,Migrated MorphoSource 1 Media File Title: Stegoceras validum (UALVP-2) STL of digitally prepared right quadrate Migrated MorphoSource 1 Media Group Title: Stegoceras validum (UALVP 2) STL of digitally prepared (matrix-free) skull,,,,Standard,CommercialUseNotPermitted,3DPrintingLimited,OnMorphoSource,"National Science Foundation IOB-0517257, IOS-1050154, IOS-1456503",,"Migrated MorphoSource 1 Media Citation Instructions: WitmerLab at Ohio University provided access to these dataoriginally appearing in The Visible Interactive Pachycephalosaur , the collection of which was funded by NSF grants to LM Witmer.. The files were downloaded from www.MorphoSource.org, Duke University.",ark:/87602/m4/M43151,,,,open,The Visible Interactive Pachycephalosaur – part of the Visible Interactive Anatomy series at WitmerLab at Ohio University,2018-03-06T15:24:59Z,2020-10-20T23:15:59Z,11590,43151,,,,,,,Lawrence Witmer,JP Nassif,NSF DBI-1661386 (MorphoSource Subsidizing Fund 6-21 to 8-24),/downloads/000216830?file=thumbnail&t=1603235759,1494428,14019,28042,False,False,29.041000366210938,65.55101013183594,41.71080017089844,Included
000043152,Quadratojugal [Mesh] [Etc],,,Mesh,,MicroNanoXRayComputedTomography,"Varian Medical Systems (Bio-Imaging Research, Inc) ACTIS CT scanner with FeinFocus X-ray source",The University of Texas High-Resolution X-ray Computed Tomography Facility,,0000S4615,ualvp:UALVP-2,Laboratory for Vertebrate Paleontology,Biological Specimen,Stegoceras validum,Animalia,Quadratojugal,Right,,Stegoceras validum (UALVP-2) STL of digitally prepared right quadratojugal,Migrated MorphoSource 1 Media File Title: Stegoceras validum (UALVP-2) STL of digitally prepared right quadratojugal Migrated MorphoSource 1 Media Group Title: Stegoceras validum (UALVP 2) STL of digitally prepared (matrix-free) skull,,,,Standard,CommercialUseNotPermitted,3DPrintingLimited,OnMorphoSource,"National Science Foundation IOB-0517257, IOS-1050154, IOS-1456503",,"Migrated MorphoSource 1 Media Citation Instructions: WitmerLab at Ohio University provided access to these dataoriginally appearing in The Visible Interactive Pachycephalosaur , the collection of which was funded by NSF grants to LM Witmer.. The files were downloaded from www.MorphoSource.org, Duke University.",ark:/87602/m4/M43152,,,,open,The Visible Interactive Pachycephalosaur – part of the Visible Interactive Anatomy series at WitmerLab at Ohio University,2018-03-06T15:26:40Z,2020-10-20T23:16:00Z,11590,43152,,,,,,,Lawrence Witmer,JP Nassif,NSF DBI-1661386 (MorphoSource Subsidizing Fund 6-21 to 8-24),/downloads/000216831?file=thumbnail&t=1603235760,539479,5058,10109,False,False,18.264999389648438,22.23700714111328,34.071800231933594,Included
